CSDUID,CSD,Period,IndicatorSummaryDescription,Rental Unit Type,UnitOfMeasure,OriginalValue
4815007,Crowsnest Pass,2009,Average Residential Rent (2-bedroom units),Bachelor,$,425.00000
4815007,Crowsnest Pass,2010,Average Residential Rent (2-bedroom units),Bachelor,$,392.00000
4815007,Crowsnest Pass,2011,Average Residential Rent (2-bedroom units),Bachelor,$,300.00000
4815007,Crowsnest Pass,2012,Average Residential Rent (2-bedroom units),Bachelor,$,300.00000
4815007,Crowsnest Pass,2013,Average Residential Rent (2-bedroom units),Bachelor,$,408.00000
4815007,Crowsnest Pass,2014,Average Residential Rent (2-bedroom units),Bachelor,$,300.00000
4815007,Crowsnest Pass,2015,Average Residential Rent (2-bedroom units),Bachelor,$,300.00000
4815007,Crowsnest Pass,2016,Average Residential Rent (2-bedroom units),Bachelor,$,300.00000
4815007,Crowsnest Pass,2017,Average Residential Rent (2-bedroom units),Bachelor,$,380.00000
4815007,Crowsnest Pass,2021,Average Residential Rent (2-bedroom units),Bachelor,$,487.00000
4815033,Jasper,2005,Average Residential Rent (2-bedroom units),Bachelor,$,517.00000
4815033,Jasper,2006,Average Residential Rent (2-bedroom units),Bachelor,$,518.00000
4815033,Jasper,2007,Average Residential Rent (2-bedroom units),Bachelor,$,557.00000
4815033,Jasper,2008,Average Residential Rent (2-bedroom units),Bachelor,$,650.00000
4815033,Jasper,2009,Average Residential Rent (2-bedroom units),Bachelor,$,642.00000
4815033,Jasper,2010,Average Residential Rent (2-bedroom units),Bachelor,$,643.00000
4815033,Jasper,2011,Average Residential Rent (2-bedroom units),Bachelor,$,645.00000
4815033,Jasper,2012,Average Residential Rent (2-bedroom units),Bachelor,$,676.00000
4815033,Jasper,2013,Average Residential Rent (2-bedroom units),Bachelor,$,692.00000
4815033,Jasper,2014,Average Residential Rent (2-bedroom units),Bachelor,$,710.00000
4815033,Jasper,2015,Average Residential Rent (2-bedroom units),Bachelor,$,733.00000
4815033,Jasper,2016,Average Residential Rent (2-bedroom units),Bachelor,$,777.00000
4815033,Jasper,2017,Average Residential Rent (2-bedroom units),Bachelor,$,803.00000
4815033,Jasper,2018,Average Residential Rent (2-bedroom units),Bachelor,$,850.00000
4815033,Jasper,2021,Average Residential Rent (2-bedroom units),Bachelor,$,911.00000
4815035,Banff,2005,Average Residential Rent (2-bedroom units),Bachelor,$,545.00000
4815035,Banff,2006,Average Residential Rent (2-bedroom units),Bachelor,$,583.00000
4815035,Banff,2007,Average Residential Rent (2-bedroom units),Bachelor,$,584.00000
4815035,Banff,2008,Average Residential Rent (2-bedroom units),Bachelor,$,664.00000
4815035,Banff,2009,Average Residential Rent (2-bedroom units),Bachelor,$,660.00000
4815035,Banff,2010,Average Residential Rent (2-bedroom units),Bachelor,$,680.00000
4815035,Banff,2011,Average Residential Rent (2-bedroom units),Bachelor,$,691.00000
4815035,Banff,2012,Average Residential Rent (2-bedroom units),Bachelor,$,680.00000
4815035,Banff,2013,Average Residential Rent (2-bedroom units),Bachelor,$,751.00000
4815035,Banff,2014,Average Residential Rent (2-bedroom units),Bachelor,$,787.00000
4815035,Banff,2015,Average Residential Rent (2-bedroom units),Bachelor,$,809.00000
4815035,Banff,2016,Average Residential Rent (2-bedroom units),Bachelor,$,850.00000
4815035,Banff,2017,Average Residential Rent (2-bedroom units),Bachelor,$,876.00000
4815035,Banff,2018,Average Residential Rent (2-bedroom units),Bachelor,$,890.00000
4815035,Banff,2021,Average Residential Rent (2-bedroom units),Bachelor,$,964.00000
4816037,Wood Buffalo,1987,Average Residential Rent (2-bedroom units),Bachelor,$,488.00000
4816037,Wood Buffalo,1988,Average Residential Rent (2-bedroom units),Bachelor,$,482.00000
4816037,Wood Buffalo,1989,Average Residential Rent (2-bedroom units),Bachelor,$,478.00000
4816037,Wood Buffalo,1990,Average Residential Rent (2-bedroom units),Bachelor,$,351.00000
4816037,Wood Buffalo,1991,Average Residential Rent (2-bedroom units),Bachelor,$,351.00000
4816037,Wood Buffalo,1992,Average Residential Rent (2-bedroom units),Bachelor,$,363.00000
4816037,Wood Buffalo,1993,Average Residential Rent (2-bedroom units),Bachelor,$,364.00000
4816037,Wood Buffalo,1994,Average Residential Rent (2-bedroom units),Bachelor,$,346.00000
4816037,Wood Buffalo,1995,Average Residential Rent (2-bedroom units),Bachelor,$,344.00000
4816037,Wood Buffalo,1996,Average Residential Rent (2-bedroom units),Bachelor,$,349.00000
4816037,Wood Buffalo,1997,Average Residential Rent (2-bedroom units),Bachelor,$,397.00000
4816037,Wood Buffalo,1998,Average Residential Rent (2-bedroom units),Bachelor,$,445.00000
4816037,Wood Buffalo,1999,Average Residential Rent (2-bedroom units),Bachelor,$,471.00000
4816037,Wood Buffalo,2000,Average Residential Rent (2-bedroom units),Bachelor,$,668.00000
4816037,Wood Buffalo,2001,Average Residential Rent (2-bedroom units),Bachelor,$,790.00000
4816037,Wood Buffalo,2002,Average Residential Rent (2-bedroom units),Bachelor,$,817.00000
4816037,Wood Buffalo,2003,Average Residential Rent (2-bedroom units),Bachelor,$,790.00000
4816037,Wood Buffalo,2004,Average Residential Rent (2-bedroom units),Bachelor,$,808.00000
4816037,Wood Buffalo,2005,Average Residential Rent (2-bedroom units),Bachelor,$,914.00000
4816037,Wood Buffalo,2006,Average Residential Rent (2-bedroom units),Bachelor,$,1030.00000
4816037,Wood Buffalo,2007,Average Residential Rent (2-bedroom units),Bachelor,$,1263.00000
4816037,Wood Buffalo,2008,Average Residential Rent (2-bedroom units),Bachelor,$,1444.00000
4816037,Wood Buffalo,2009,Average Residential Rent (2-bedroom units),Bachelor,$,1407.00000
4816037,Wood Buffalo,2010,Average Residential Rent (2-bedroom units),Bachelor,$,1405.00000
4816037,Wood Buffalo,2011,Average Residential Rent (2-bedroom units),Bachelor,$,1406.00000
4816037,Wood Buffalo,2012,Average Residential Rent (2-bedroom units),Bachelor,$,1370.00000
4816037,Wood Buffalo,2013,Average Residential Rent (2-bedroom units),Bachelor,$,1443.00000
4816037,Wood Buffalo,2014,Average Residential Rent (2-bedroom units),Bachelor,$,1452.00000
4816037,Wood Buffalo,2015,Average Residential Rent (2-bedroom units),Bachelor,$,1327.00000
4816037,Wood Buffalo,2016,Average Residential Rent (2-bedroom units),Bachelor,$,1070.00000
4816037,Wood Buffalo,2017,Average Residential Rent (2-bedroom units),Bachelor,$,1073.00000
4816037,Wood Buffalo,2018,Average Residential Rent (2-bedroom units),Bachelor,$,1034.00000
4816037,Wood Buffalo,2019,Average Residential Rent (2-bedroom units),Bachelor,$,979.00000
4816037,Wood Buffalo,2020,Average Residential Rent (2-bedroom units),Bachelor,$,935.00000
4816037,Wood Buffalo,2021,Average Residential Rent (2-bedroom units),Bachelor,$,921.00000
4816037,Wood Buffalo,2022,Average Residential Rent (2-bedroom units),Bachelor,$,950.00000
4810066,Bruderheim,2018,Average Residential Rent (2-bedroom units),Bachelor,$,695.00000
4810066,Bruderheim,2021,Average Residential Rent (2-bedroom units),Bachelor,$,700.00000
4811001,Wetaskiwin County No. 10,1987,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1988,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1989,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1990,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1991,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1992,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1993,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1994,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1995,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1996,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1997,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1998,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,1999,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2000,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2001,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2002,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2003,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2004,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2005,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2006,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2007,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2008,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2009,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2010,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2011,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2012,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2013,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2014,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2015,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2016,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2017,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2018,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2019,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2020,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2021,Average Residential Rent (2-bedroom units),Bachelor,$
4811001,Wetaskiwin County No. 10,2022,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,1987,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,1988,Average Residential Rent (2-bedroom units),Bachelor,$,252.00000
4811002,Wetaskiwin,1989,Average Residential Rent (2-bedroom units),Bachelor,$,255.00000
4811002,Wetaskiwin,1990,Average Residential Rent (2-bedroom units),Bachelor,$,266.00000
4811002,Wetaskiwin,1991,Average Residential Rent (2-bedroom units),Bachelor,$,268.00000
4811002,Wetaskiwin,1992,Average Residential Rent (2-bedroom units),Bachelor,$,268.00000
4811002,Wetaskiwin,1993,Average Residential Rent (2-bedroom units),Bachelor,$,268.00000
4811002,Wetaskiwin,1994,Average Residential Rent (2-bedroom units),Bachelor,$,271.00000
4811002,Wetaskiwin,1995,Average Residential Rent (2-bedroom units),Bachelor,$,271.00000
4811002,Wetaskiwin,1996,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,1997,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,1998,Average Residential Rent (2-bedroom units),Bachelor,$,291.00000
4811002,Wetaskiwin,1999,Average Residential Rent (2-bedroom units),Bachelor,$,288.00000
4811002,Wetaskiwin,2000,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2001,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2002,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2003,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2004,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2005,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2006,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2007,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2008,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2009,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2010,Average Residential Rent (2-bedroom units),Bachelor,$
4811002,Wetaskiwin,2011,Average Residential Rent (2-bedroom units),Bachelor,$,490.00000
4811002,Wetaskiwin,2012,Average Residential Rent (2-bedroom units),Bachelor,$,503.00000
4811002,Wetaskiwin,2013,Average Residential Rent (2-bedroom units),Bachelor,$,607.00000
4811002,Wetaskiwin,2014,Average Residential Rent (2-bedroom units),Bachelor,$,669.00000
4811002,Wetaskiwin,2015,Average Residential Rent (2-bedroom units),Bachelor,$,703.00000
4811002,Wetaskiwin,2016,Average Residential Rent (2-bedroom units),Bachelor,$,703.00000
4811002,Wetaskiwin,2017,Average Residential Rent (2-bedroom units),Bachelor,$,788.00000
4811002,Wetaskiwin,2018,Average Residential Rent (2-bedroom units),Bachelor,$,757.00000
4811002,Wetaskiwin,2019,Average Residential Rent (2-bedroom units),Bachelor,$,706.00000
4811002,Wetaskiwin,2020,Average Residential Rent (2-bedroom units),Bachelor,$,752.00000
4811002,Wetaskiwin,2021,Average Residential Rent (2-bedroom units),Bachelor,$,744.00000
4811002,Wetaskiwin,2022,Average Residential Rent (2-bedroom units),Bachelor,$,870.00000
4817093,High Level,2005,Average Residential Rent (2-bedroom units),Bachelor,$,509.00000
4817093,High Level,2006,Average Residential Rent (2-bedroom units),Bachelor,$,543.00000
4817093,High Level,2007,Average Residential Rent (2-bedroom units),Bachelor,$,590.00000
4817093,High Level,2008,Average Residential Rent (2-bedroom units),Bachelor,$,590.00000
4817093,High Level,2009,Average Residential Rent (2-bedroom units),Bachelor,$,650.00000
4817093,High Level,2010,Average Residential Rent (2-bedroom units),Bachelor,$,600.00000
4817093,High Level,2011,Average Residential Rent (2-bedroom units),Bachelor,$,600.00000
4817093,High Level,2012,Average Residential Rent (2-bedroom units),Bachelor,$,600.00000
4817093,High Level,2013,Average Residential Rent (2-bedroom units),Bachelor,$,600.00000
4817093,High Level,2014,Average Residential Rent (2-bedroom units),Bachelor,$,667.00000
4817093,High Level,2015,Average Residential Rent (2-bedroom units),Bachelor,$,667.00000
4817093,High Level,2016,Average Residential Rent (2-bedroom units),Bachelor,$,650.00000
4817093,High Level,2017,Average Residential Rent (2-bedroom units),Bachelor,$,600.00000
4817093,High Level,2018,Average Residential Rent (2-bedroom units),Bachelor,$,667.00000
4817093,High Level,2021,Average Residential Rent (2-bedroom units),Bachelor,$,733.00000
4813048,Athabasca,2005,Average Residential Rent (2-bedroom units),Bachelor,$,510.00000
4813048,Athabasca,2006,Average Residential Rent (2-bedroom units),Bachelor,$,420.00000
4813048,Athabasca,2007,Average Residential Rent (2-bedroom units),Bachelor,$,443.00000
4813048,Athabasca,2008,Average Residential Rent (2-bedroom units),Bachelor,$,518.00000
4813048,Athabasca,2009,Average Residential Rent (2-bedroom units),Bachelor,$,542.00000
4813048,Athabasca,2010,Average Residential Rent (2-bedroom units),Bachelor,$,521.00000
4813048,Athabasca,2011,Average Residential Rent (2-bedroom units),Bachelor,$,610.00000
4813048,Athabasca,2013,Average Residential Rent (2-bedroom units),Bachelor,$,514.00000
4813048,Athabasca,2014,Average Residential Rent (2-bedroom units),Bachelor,$,549.00000
4813048,Athabasca,2015,Average Residential Rent (2-bedroom units),Bachelor,$,549.00000
4813048,Athabasca,2016,Average Residential Rent (2-bedroom units),Bachelor,$,681.00000
4813048,Athabasca,2017,Average Residential Rent (2-bedroom units),Bachelor,$,725.00000
4813048,Athabasca,2018,Average Residential Rent (2-bedroom units),Bachelor,$,725.00000
4813048,Athabasca,2021,Average Residential Rent (2-bedroom units),Bachelor,$,706.00000
4817033,Lesser Slave River No.124,2005,Average Residential Rent (2-bedroom units),Bachelor,$,395.00000
4817033,Lesser Slave River No.124,2006,Average Residential Rent (2-bedroom units),Bachelor,$,395.00000
4817033,Lesser Slave River No.124,2007,Average Residential Rent (2-bedroom units),Bachelor,$,438.00000
4817033,Lesser Slave River No.124,2008,Average Residential Rent (2-bedroom units),Bachelor,$,488.00000
4817033,Lesser Slave River No.124,2009,Average Residential Rent (2-bedroom units),Bachelor,$,550.00000
